Code,Event Name,Title,Composer,Arranger,Genre,Publisher [Collection],Grade,Specification,Total,Flute,Oboe,Clarinet,Bassoon,Saxophone,Trumpet,Horn,Trombone,Euphonium,Tuba,Percussion
100-2-15311,Band,Orlando Suite,di Lasso,DeHaan,,De Haske Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-28231,Band,Our Kingsland Spring,Hazo,,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15345,Band,Overture on a Minstrel Tune,La Plante,,,"Bourne, Co.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15360,Band,Pavane,Ravel,Smith,,"Belwin, Inc",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-28250,Band,Pioneer Songs,Daehn,,,Daehn Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-28220,Band,Portsmouth Reflections,Oare,,,Neil A. Kjos Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25199,Band,Prairie Schooner,Preuninger,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15295,Band,Prelude and Scherzo,Brahms,Hubbell,,Ludwig Music Publishing Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15287,Band,"Prelude, Siciliano and Rondo",Arnold,Paynter,,"Carl Fischer, Inc.",2,(play Rondo),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-25196,Band,Quintology,Meyer,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15354,Band,Renaissance Dances,Myers,,,Lake State Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15378,Band,Renaissance Suite,Susato,Curnow,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25193,Band,River of Dreams,Lopez,,,"Belwin, Inc",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15306,Band,Russian Folk Fantasy,Curnow,,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15342,Band,Scenes From a Royal Tapestry,Johnson,,,G&M Brand,2,(play at least three mvts),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-34121,Band,Scenes from the American West,Wilds,,,FJH Music Company,2,(play at least 2 mvts.),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-30085,Band,Shepherd's Hey,Traditional,Roszell,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25201,Band,"Simple Gifts, Four Shaker Songs",Ticheli,,,Manhattan Beach Music,2,"(play mvt 1, 2, or 4)",4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-32054,Band,Sketches of Canada,Story,,,"Alfred Music Company, Inc.",2,(play 2 mvts),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15386,Band,Slane,Anon. or Trad.,Wagner,,"Belwin, Inc",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25182,Band,"Sleep Gently, My Child",Brahms,Mahaffey,,Southern Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15309,Band,Songs Of The Whalemen,Del Borgo,,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25191,Band,"Sons of Liberty, Songs of the American Revolution",Neeck,,,C.L. Barnhouse Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30033,Band,Sparks,Balmages,,,FJH Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30086,Band,Spirit of an Eagle,Clark,,,"Carl Fischer, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-33264,Band,Sunchaser,Chambers,,,"Carl Fischer, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30087,Band,Sundance,Strommen,,,"Carl Fischer, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-33115,Band,Tanchozuru,Standridge,,,FJH Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15379,Band,The Battle Pavane,Susato,Margolis,,Manhattan Beach Music,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15329,Band,The Black Knight,Grundman,,,"Boosey & Hawkes, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15333,Band,The Harmonious Blacksmith,Handel,Osterling,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15356,Band,The Piper and the Captain,Osborne,,,Southern Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15348,Band,The Red Balloon,McGinty,,,Queenwood Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30088,Band,The Rowan Tree,Standridge,,,Grand Mesa Music Publishers,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25202,Band,The Rychemount Chronicles,Turnbull,,,Studio Publications,2,(play all),3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15363,Band,The Schumann Suite,Schumann,Bulla,,Curnow Music,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25183,Band,The Steppes of Russia,Del Borgo,,,Concert Works Unlimited,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25195,Band,The Wexford Carol,McGinty,,,Neil A. Kjos Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15375,Band,Three Ayres From Gloucester,Stuart,,,Shawnee Press,2,(play mvt 2 and one other mvt),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15341,Band,Three Chinese Miniatures,Jager,,,Neil A. Kjos Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15343,Band,Three Folk Miniatures,Anon. or Trad.,Jutras,,C.L. Barnhouse Company,2,(play mvts 1 & 3),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-29976,Band,Three London Miniatures,Camphouse,,,TRN Music Publisher,2,(play mvt 1),4.00,4.00,3.00,3.00,3.00,4.00,5.00,4.00,3.00,3.00,3.00,3.00
100-2-15376,Band,Three on the Isle,Stuart,,,TRN Music Publisher,2,(play mvt 2 & one other mvt),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15300,Band,Three Preludes,Bruckner,Broege,,Daehn Publications,2,(play one),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-28232,Band,Three Renaissance Dances,Anon. or Trad.,Moss,,Music Works,2,(play mvt 2 plus one other)/,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15361,Band,Three Russian Cameos,Rhoads,,,TRN Music Publisher,2,(play mvts 1 & 2 or 2 & 3),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15377,Band,Three Songs From Sussex,Stuart,,,Shawnee Press,2,(play mvt 2 & one other mvt),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-25203,Band,Three Studies in English Folk Song,Vaughan Williams,Harbinson,,"Alfred Music Company, Inc.",2,"(play mvts 1 & 2, or mvt 3 only)",4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-31787,Band,Three Susato Dances,Susato,Minakuchi,,Bravo Music,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-34123,Band,Travelin Music,LaPlante,,,C.L. Barnhouse Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15362,Band,Tres Danzas de Mexico,Rhoads,,,TRN Music Publisher,2,(play one mvt),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-30758,Band,Tribute,Crosby,,,Northeastern Music Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15294,Band,Tricycle,Boysen,,,Neil A. Kjos Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-31788,Band,Tudor Sketches,Owens,,,FJH Music Company,2,(play mvts 1 & 2 or mvts 2 & 3),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15310,Band,Two British Folk Songs,Del Borgo,,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15382,Band,Two Gaelic Folk Songs,Anon. or Trad.,Tyra,,C.L. Barnhouse Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15327,Band,Two Grainger Melodies,Grainger,Kreines,,C.L. Barnhouse Company,2,(play mvt 1),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-25181,Band,Two Irish Sketches,Black,,,"Alfred Music Company, Inc.",2,(play mvt 2 only),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-30089,Band,Two Renaissance Sketches,Stalter,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-25200,Band,Two Songs by Edward McDowell,McDowell,Stuart,,Concert Works Unlimited,2,(play first mvt only),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-25192,Band,Under An Irish Sky,Neeck,,,C.L. Barnhouse Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15392,Band,Variation Overture,Williams,,,Ludwig Music Publishing Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-29140,Band,Variations on a Sailing Song,Strommen,,,"Carl Fischer, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15370,Band,Variations on an English Folk Song,Smith,,,"Hal Leonard Music, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30759,Band,We Gather,Vertoske,,,Ludwig Music Publishing Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15366,Band,West Highlands Sojourn,Sheldon,,,C.L. Barnhouse Company,2,(play two contrasting mvts),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-2-15291,Band,Westridge Overture,Barnes,,,Southern Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-30090,Band,When the Stars Began to Fall,Allen,,,TRN Music Publisher,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-28253,Band,Whispers from the Heart,Farmer,,,Daehn Publications,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-34112,Band,Wildflowers,Stalter,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-31026,Band,Wind Storm,O'Reilly,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-34108,Band,With Uncommon Valor,Stalter,,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-31027,Band,Ye Banks and Braes,Miller,Strommen,,"Alfred Music Company, Inc.",2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-2-15292,Band,Yorkshire Ballad,Barnes,,,Southern Music Company,2,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
100-3-15425,Band,A Copland Tribute,Copland,Grundman,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30091,Band,A Grainger Threesome,Grainger,Ragsdale,,Aux Arcs Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15535,Band,A Highland Rhapsody,Van der Roost,,,De Haske Publications,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15506,Band,A Longford Legend,Sheldon,,,"Alfred Music Company, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30092,Band,A Quiet Music,Wagner,,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-29981,Band,A Renaissance Revel,Susato,Singleton,,Grand Mesa Music Publishers,3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15455,Band,A Scottish Rhapsody,Grundman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28267,Band,A Solemn Prelude,Barnes,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25212,Band,A Tribute to Grainger,Grainger,Ragsdale,,Southern Music Company,3,(play at least mvt 2 or 3),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30093,Band,A Walk in the Morning Sun,La Plante,,Ballad,Daehn Publications,3,,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00
100-3-28204,Band,Abracadabra,Ticheli,,,Manhattan Beach Music,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-28239,Band,Acrostic Song,Del Tredici,Spede,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30094,Band,Adagio Cantabile (from Sonata Pathetique),Beethoven,Daehn,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15435,Band,Adagio for Winds,Del Borgo,,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15218,Band,Air for Band,Erickson,,,"Bourne, Co.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30095,Band,Aisling Gaelach,Harbinson,,,"Carl Fischer, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-28194,Band,Akatonbo,Spaniola,,,MPropria,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28260,Band,Alligator Alley,Daugherty,,,ACF,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15527,Band,Amazing Grace,Ticheli,,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15546,Band,Ambrosian Hymn Variants,White,,,Ludwig Music Publishing Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15456,Band,American Folk Rhapsody No. 1,Grundman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15457,Band,American Folk Rhapsody No. 2,Grundman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15458,Band,American Folk Rhapsody No. 3,Grundman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15478,Band,American Riversongs,La Plante,,,Daehn Publications,3,,4.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00
100-3-25207,Band,Americans Lost,Tucker,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30026,Band,And The Antelope Play,Carnahan,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15497,Band,Andante Cantabile,Rachmaninoff,Custer,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30027,Band,Appalachian Morning,Sheldon,,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30038,Band,Arabian Dances,Balmages,,,FJH Music Company,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-33274,Band,Armenian Rhapsody,Vinson,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15432,Band,As Summer Was Just Beginning,Daehn,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15447,Band,Australian Up Country Tune,Grainger,Bainum,,"G. Schirmer, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-28645,Band,Ave Maria,Schubert,Ticheli,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-32056,Band,Ave Maria,Memley,Hazzard,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15536,Band,Balkanya,Van der Roost,,,De Haske Publications,3,(play one mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15469,Band,Ballet and Galliard for Band,Hudadoff,,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15534,Band,Barocco,van Beringen,,,De Haske Publications,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-30096,Band,Be Thou My Vision,Clark,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30760,Band,Beautiful River,Lowry,Chambers,,Aspenwood Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30097,Band,Benediction,Stevens,,Ballad,"Hal Leonard Music, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15428,Band,Black is the Color of My True Love's Hair,Curnow,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28268,Band,Blacksmith Variations,Mahaffey,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15443,Band,Blasenfest,Fry,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15418,Band,Blessed Are They,Brahms,Buehlman,,Ludwig Music Publishing Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30761,Band,Blue and Green Music,Hazo,,,"Hal Leonard Music, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-32057,Band,Brave Spirit,Standridge,,,Grand Mesa Music Publishers,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30129,Band,Brook Green Suite,Holst,Curnow,,"G. Schirmer, Inc.",3,(play mvt 1 & one other),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15408,Band,Brookshire Suite,Barnes,,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28275,Band,Butterfly's Ball,Fraley,,,FJH Music Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15436,Band,Caccia,Dello Joio,,,Marks Music Corporation,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15528,Band,Cajun Folk Songs,Ticheli,,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15414,Band,Candide Suite,Bernstein,Grundman,,"Hal Leonard Music, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15444,Band,Canzona No. 1,Gabrieli,Margolis,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15491,Band,Carmina Burana,Orff,Krance,,European American,3,"(play mvts 1 & 2 plus two other mvts or play 13, plus two other mvts)",7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-33118,Band,Celtic Echoes,Clark,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30098,Band,Celtic Song and Celebration,Gorham,,,Wingert/Jones,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30130,Band,Ceremonial Dances,Anon. or Trad.,Danner,,Grand Mesa Music Publishers,3,(play any two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15485,Band,Chant and Jubilo,McBeth,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25225,Band,Chanteys,Sheldon,,,"Alfred Music Company, Inc.",3,,5.00,6.00,5.00,6.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00,5.00
100-3-30132,Band,Children's Folksong Suite,Walczyk,,,Keveli Music,3,(play any three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-31028,Band,Chisholm Trail,Strommen,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30040,Band,Choreography,Sheldon,,,"Alfred Music Company, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,6.00,4.00,4.00,4.00,4.00,4.00
100-3-15473,Band,Colonial Airs and Dances,Jager,,,Neil A. Kjos Music Company,3,(play mvts 1 & 5 plus one other  mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15482,Band,Color,Margolis,,,Manhattan Beach Music,3,(play three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15512,Band,Concert Variations,Smith,,,Wingert/Jones,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30099,Band,Concerto for Prince Johann,Bach,Daehn,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15433,Band,Contrasto Grosso,de Haan,,,De Haske Publications,3,(play all),4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-28202,Band,"Contre Qui, Rose",Lauridsen,Reynolds,,Peer/Southern Organization,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25213,Band,Country Gardens,Grainger,Sousa/Brion/Schissel,,C.L. Barnhouse Company,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15480,Band,Court Festival,Latham,,,"Multiple Publishers;Belwin, Inc;Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15490,Band,Courtly Airs and Dances,Nelson,,,Ludwig Music Publishing Company,3,(play three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15410,Band,Cradlesong,Barton,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15438,Band,Crystals,Duffy,,,Ludwig Music Publishing Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15523,Band,Dance Variations On A Theme (from Rodolynji),Sudduth,,,RBC Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
